"","Name","Fell_or_Found","Year","Mass","longitude","latitude","Land_Cover","Chondrite","Type","Level_3","Level_4","Group","recclass"
"215","Acfer 209","Found",1991,475,3.88194,27.50472,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CR","CR","CR2"
"216","Acfer 210","Found",1991,720,3.87028,27.49722,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3.7"
"217","Acfer 211","Found",1991,1009,3.78167,27.46472,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3.9"
"218","Acfer 212","Found",1991,1340,3.71361,27.61278,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"219","Acfer 213","Found",1991,526,4.30694,27.68111,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"220","Acfer 214","Found",1991,612,4.37861,27.69,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CR","CH","CH3"
"221","Acfer 215","Found",1991,107,4.17056,27.64028,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"222","Acfer 216","Found",1991,293,4.90361,27.59972,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"223","Acfer 217","Found",1991,174,3.88583,27.59444,"Temperate Decidious Forest","Chondrite","Stony","Other","Rumuruti","Rumuruti","R3.8-5"
"224","Acfer 218","Found",1991,114,3.74306,27.54472,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"225","Acfer 219","Found",1991,2611,3.79139,27.52139,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"226","Acfer 220","Found",1991,117,3.79694,27.52417,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"227","Acfer 221","Found",1991,812,3.81361,27.5325,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"228","Acfer 222","Found",1991,334,3.82778,27.54194,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"229","Acfer 223","Found",1991,1398,3.82778,27.54194,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","L/LL6"
"230","Acfer 224","Found",1991,85,3.93444,27.63889,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"231","Acfer 225","Found",1991,255,3.94389,27.64528,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3"
"232","Acfer 226","Found",1991,221,3.99389,27.68444,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"233","Acfer 227","Found",1991,78,4.425,27.66861,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"234","Acfer 228","Found",1991,2285,4.11972,27.57389,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"235","Acfer 229","Found",1991,325,4.24611,27.82611,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"236","Acfer 230","Found",1991,69,4.30833,27.74056,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"237","Acfer 231","Found",1991,218,4.31611,27.73472,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4/5"
"238","Acfer 232","Found",1991,725,4.32833,27.73944,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"239","Acfer 233","Found",1991,242,4.44806,27.71722,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"240","Acfer 234","Found",1991,621,4.09861,27.50111,"Temperate Decidious Forest","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-ung"
"241","Acfer 235","Found",1991,461,4.01667,27.51889,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"242","Acfer 236","Found",1991,81,3.89111,27.51056,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"243","Acfer 237","Found",1991,673,3.83278,27.49167,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3"
"244","Acfer 238","Found",1991,311,3.67306,27.50361,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4/5"
"245","Acfer 239","Found",1991,160,3.66639,27.48444,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"246","Acfer 240","Found",1991,342,3.69444,27.49833,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"247","Acfer 241","Found",1991,86,3.72722,27.51583,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"248","Acfer 242","Found",1991,318,3.77333,27.52111,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"249","Acfer 244","Found",1991,2045,3.80972,27.52472,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"250","Acfer 245","Found",1991,75,3.92639,27.56389,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"251","Acfer 246","Found",1991,923,3.32167,27.69222,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"252","Acfer 247","Found",1991,60,4.03139,27.63611,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"253","Acfer 248","Found",1991,402,4.02528,27.63556,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L3.9/4"
"254","Acfer 249","Found",1991,99,3.95361,27.62167,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"255","Acfer 250","Found",1991,382,3.74194,27.55139,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"256","Acfer 251","Found",1991,202,3.88056,27.50972,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5-6"
"257","Acfer 252","Found",1991,146,3.88444,27.51111,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"258","Acfer 253","Found",1991,47,3.89694,27.51361,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5-6"
"259","Acfer 254","Found",1991,99,3.94694,27.52222,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"260","Acfer 255","Found",1991,124,4.39722,27.64611,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"261","Acfer 256","Found",1991,235,4.39722,27.64611,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"262","Acfer 257","Found",1991,75,4.50333,27.68528,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"263","Acfer 258","Found",1991,212,4.34611,27.67056,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"264","Acfer 259","Found",1991,114,3.87361,27.52444,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3-6"
"265","Acfer 260","Found",1991,177,3.71028,27.47556,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"266","Acfer 261","Found",1991,73,4.42083,27.70917,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"267","Acfer 262","Found",1991,92,4.49722,27.67,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"268","Acfer 263","Found",1991,438,4.3375,27.69111,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"269","Acfer 264","Found",1991,243,4.30639,27.69472,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"270","Acfer 265","Found",1991,83,4.19278,27.715,"Temperate Decidious Forest","Achondrite","Stony-Iron","Mesosiderite","-","Mesosiderite","Mesosiderite"
"271","Acfer 266","Found",1991,518,4.17056,27.72722,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"272","Acfer 267","Found",1991,229,3.71306,27.51056,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5-6"
"273","Acfer 268","Found",1991,764,3.87528,27.51389,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL4-6"
"274","Acfer 269","Found",1991,276,3.86556,27.51472,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"275","Acfer 270","Found",1991,298,3.85722,27.51861,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CR","CR","CR2"
"276","Acfer 271","Found",1991,237,4.05556,27.56111,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"277","Acfer 272","Found",1991,63,4.075,27.57028,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CV","CV3"
"278","Acfer 273","Found",1991,2110,4.45556,27.62194,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"279","Acfer 274","Found",1991,203,4.18722,27.63389,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"280","Acfer 275","Found",1991,429,4.17306,27.63361,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5-6"
"281","Acfer 276","Found",1991,99,4.14528,27.63972,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"282","Acfer 277","Found",1991,41,4.14278,27.63917,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"283","Acfer 278","Found",1991,72,4.12722,27.63861,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"284","Acfer 279","Found",1991,96,4.06889,27.64278,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"285","Acfer 280","Found",1991,177,3.91278,27.53528,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"286","Acfer 281","Found",1991,165,3.88444,27.54222,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"287","Acfer 282","Found",1991,67,4.27528,27.65444,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"288","Acfer 283","Found",1991,187,4.22944,27.70056,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"289","Acfer 284","Found",1991,120,4.20583,27.70611,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"290","Acfer 285","Found",1991,69,4.10722,27.63139,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4/5"
"291","Acfer 286","Found",1991,407,4.16722,27.79472,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"292","Acfer 287","Found",1992,59,4.19056,27.61667,"Temperate Decidious Forest","Chondrite","Stony","Enstatite","EH-EL","EH or EL","E4"
"293","Acfer 288","Found",1992,55,3.98806,27.59139,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"294","Acfer 289","Found",1992,76,3.86417,27.47417,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CR","CR","CR2"
"295","Acfer 290","Found",1992,213,4.04861,27.54528,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"296","Acfer 291","Found",1992,261,4.24806,27.70806,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"297","Acfer 292","Found",1992,432,4.48611,27.71861,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"298","Acfer 293","Found",1992,198,4.19056,27.66583,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"299","Acfer 294","Found",1992,457,4.01194,27.64972,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"300","Acfer 295","Found",1992,217,3.91556,27.48333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"301","Acfer 296","Found",1992,121,4,27.58278,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5-6"
"302","Acfer 297","Found",1992,43,4.04139,27.63361,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"303","Acfer 298","Found",1992,2000,4.17444,27.70917,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"304","Acfer 299","Found",1992,180,4.42028,27.6825,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL4"
"305","Acfer 300","Found",1992,270,4.15194,27.59028,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"306","Acfer 301","Found",1992,162,3.89806,27.52722,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"307","Acfer 302","Found",1992,95,3.96417,27.58694,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"308","Acfer 303","Found",1992,83,3.98528,27.60222,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"309","Acfer 304","Found",1992,60,4.02556,27.62361,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"310","Acfer 305","Found",1992,369,4.18361,27.68722,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"311","Acfer 306","Found",1992,129,3.82,27.42889,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"312","Acfer 307","Found",1992,520,3.89778,27.49083,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"313","Acfer 308","Found",1992,74,4.01028,27.55972,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"314","Acfer 309","Found",1992,185,4.20444,27.64556,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"315","Acfer 310","Found",1992,169,4.25306,27.68361,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"316","Acfer 311","Found",1992,120,3.84417,27.50806,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CR","CR","CR2"
"317","Acfer 312","Found",1992,364,3.96889,27.57861,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"318","Acfer 313","Found",1992,78,3.99556,27.60056,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"319","Acfer 314","Found",1992,169,4.09806,27.66389,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"320","Acfer 315","Found",1992,506,4.18611,27.69972,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","L/LL6"
"321","Acfer 316","Found",1992,126,4.245,27.6875,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"322","Acfer 317","Found",1992,878,4.40139,27.59278,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"323","Acfer 318","Found",1992,292,3.99806,27.55028,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"324","Acfer 319","Found",1992,2393,3.81611,27.55194,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"325","Acfer 320","Found",1992,167,3.88806,27.46056,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"326","Acfer 321","Found",2001,157,4.06117,27.5455,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"327","Acfer 322","Found",2001,25,4.093,27.55917,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"328","Acfer 323","Found",2001,117,3.8795,27.503,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"329","Acfer 325","Found",1989,32,3.61667,27.5,"Hot Desert","Chondrite","Stony","Ordinary","LL","LL","LL6"
"330","Acfer 326","Found",1989,139,3.61667,27.5,"Hot Desert","Chondrite","Stony","Ordinary","L","L","L6"
"331","Acfer 327","Found",2001,745.22,4.43333,27.73333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"332","Acfer 328","Found",2001,180.07,4.21667,27.73333,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CV-CK","CV","CV3"
"333","Acfer 329","Found",2001,30000,4.1,27.58333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4/5"
"334","Acfer 330","Found",2001,490,4.03333,27.65,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"335","Acfer 331","Found",2001,750,4.01667,27.58333,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CM","CM2"
"336","Acfer 332","Found",2001,115.02,4.13333,27.73333,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"337","Acfer 333","Found",2001,489,4.06667,27.56667,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"338","Acfer 334","Found",2002,211.25,4.38333,27.65,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"339","Acfer 335","Found",2002,261,4.43333,27.73333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"340","Acfer 336","Found",2002,19400,4.06667,27.61667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L3.8"
"341","Acfer 337","Found",2002,360,4.26667,27.68333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L3.8"
"342","Acfer 338","Found",2002,377.6,4.26667,27.71667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"343","Acfer 339","Found",2002,400,4.2,27.55,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"344","Acfer 340","Found",2002,173.15,4.3,27.58333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"345","Acfer 342","Found",2002,1276,4.66278,27.59056,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"346","Acfer 343","Found",2002,140,4.265,27.619722,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3-5"
"347","Acfer 344","Found",2002,410,4.19833,27.73333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3"
"348","Acfer 345","Found",2002,53,3.81417,27.46472,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"349","Acfer 346","Found",2002,546,4.66278,27.59056,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"350","Acfer 347","Found",2001,1165,4.3,27.68333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L3"
"351","Acfer 348","Found",2001,8750,4.27817,27.97933,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"352","Acfer 349","Found",2001,298,4.31433,27.84067,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"353","Acfer 350","Found",2001,128,4.52633,27.672,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"354","Acfer 351","Found",2001,211,4.13333,27.7,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"355","Acfer 352","Found",2001,873,4.01667,27.76667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"356","Acfer 353","Found",2001,11935,3.89,27.48917,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-cm"
"357","Acfer 354","Found",2001,252,3.88233,27.5005,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"358","Acfer 355","Found",2002,161,3.781,27.58967,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"359","Acfer 356","Found",2002,120,4.5285,27.61233,"Temperate Decidious Forest","Chondrite","Stony","Enstatite","EH-EL","EL","EL6"
"360","Acfer 357","Found",2001,62,4.87467,27.50083,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5"
"361","Acfer 358","Found",2002,70,4.41667,27.76667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"362","Acfer 359","Found",2002,67,4.48333,27.7,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"363","Acfer 361","Found",2002,138,3.87135,27.42958,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"364","Acfer 362","Found",2002,242.8,3.70165,27.4778,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"365","Acfer 363","Found",2002,389.9,4.29388,27.58163,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL4"
"366","Achilles","Found",1924,16000,-100.81333,39.77667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"367","Achiras","Fell",1902,780,-64.95,-33.16667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"368","Acme","Found",1947,75000,-104.26667,33.63333,"Grassland/Steppe","Chondrite","Stony","Ordinary","H","H","H5"
